"","topic","word","freq"
"1",1,"antisemitism",0.977503423682266
"2",1,"school",0.861897613539808
"3",1,"england",0.852410771528585
"4",1,"human",0.69901732496386
"5",1,"trafficking",0.69901732496386
"6",1,"local",0.654951290654782
"7",1,"primary",0.634401106548517
"8",1,"availability",0.572921675634702
"9",1,"champing",0.572921675634702
"10",1,"expanding",0.572921675634702
"11",1,"homelessness",0.532574311101041
"12",1,"tackling",0.532574311101041
"13",2,"land",1.13633592723618
"14",2,"norwood",1.07707574106555
"15",2,"residential",1.07707574106555
"16",2,"disposals",0.893457590673566
"17",2,"development",0.830610308605926
"18",2,"extension",0.818320214773852
"19",2,"urban",0.764229754835464
"20",2,"peterborough",0.750642385894266
"21",2,"paston",0.729146020862427
"22",2,"reserve",0.729146020862427
"23",2,"earnings",0.698666668041086
"24",2,"plan",0.692920965081332
"25",3,"st",0.870062348600578
"26",3,"english",0.591213222204836
"27",3,"proposals",0.586163363694846
"28",3,"published",0.506105672341479
"29",3,"diocese",0.481503771051836
"30",3,"alterations",0.469505684359204
"31",3,"botolphs",0.469505684359204
"32",3,"longthorpe",0.469505684359204
"33",3,"will",0.442466613105256
"34",3,"music",0.400481212829728
"35",3,"newgate",0.400481212829728
"36",3,"playing",0.400481212829728
"37",4,"credit",1.00358934740854
"38",4,"union",1.00358934740854
"39",4,"scrooby",0.87397439068944
"40",4,"toilets",0.87397439068944
"41",4,"made",0.820088075682529
"42",4,"progress",0.746299735590079
"43",4,"relating",0.584515848454845
"44",4,"promote",0.564472501283202
"45",4,"visitor",0.544589705481555
"46",4,"nottinghamshire",0.47826374680586
"47",4,"wilfrids",0.47826374680586
"48",4,"appropriateness",0.402063462947355
"49",5,"parliamentary",0.609889763192271
"50",5,"session",0.609889763192271
"51",5,"prorogation",0.414923688274963
"52",5,"substantive",0.414923688274963
"53",5,"answer",0.402103776349684
"54",5,"first",0.3192026438445
"55",5,"18",0.298859068338601
"56",5,"centrally",0.298859068338601
"57",5,"collated",0.298859068338601
"58",5,"information",0.298859068338601
"59",5,"referred",0.298859068338601
"60",5,"requested",0.298859068338601
"61",6,"uk",0.613600908850909
"62",6,"allow",0.60689926162564
"63",6,"used",0.534006710408917
"64",6,"classes",0.460364541779951
"65",6,"yoga",0.460364541779951
"66",6,"abbeys",0.396457325846618
"67",6,"admission",0.396457325846618
"68",6,"families",0.396457325846618
"69",6,"visit",0.396457325846618
"70",6,"energy",0.395755998566497
"71",6,"generation",0.395755998566497
"72",6,"solar",0.395755998566497
"73",7,"support",0.72668112331722
"74",7,"people",0.579492568460638
"75",7,"vi",0.539380397093938
"76",7,"dealing",0.526286970286467
"77",7,"police",0.526286970286467
"78",7,"vulnerable",0.526286970286467
"79",7,"domestic",0.50238231182741
"80",7,"use",0.451342188245119
"81",7,"decision",0.435025315309054
"82",7,"mission",0.435025315309054
"83",7,"violence",0.429259219774464
"84",7,"affected",0.429259219774464
"85",8,"buildings",0.745171799153385
"86",8,"cinemas",0.630511831184505
"87",8,"open",0.564148967841061
"88",8,"wider",0.564148967841061
"89",8,"criminal",0.554264042756759
"90",8,"sanctions",0.554264042756759
"91",8,"investment",0.538739144155637
"92",8,"graves",0.530747281656532
"93",8,"vandalised",0.530747281656532
"94",8,"yard",0.530747281656532
"95",8,"england",0.499016079451582
"96",8,"housing",0.37287332654356
"97",9,"reduced",0.915879716211582
"98",9,"bishop",0.845565576619565
"99",9,"london",0.821325785363816
"100",9,"ordain",0.821325785363816
"101",9,"priest",0.821325785363816
"102",9,"undertaking",0.736572382126071
"103",9,"indebtedness",0.702302965909247
"104",9,"membership",0.60653973307408
"105",9,"will",0.484176292692965
"106",9,"woman",0.472334916000172
"107",9,"england",0.471415135487911
"108",9,"consecration",0.468576614574771
"109",10,"provide",0.883480611542388
"110",10,"install",0.797701260752736
"111",10,"pv",0.568137159102037
"112",10,"panels",0.485443272781474
"113",10,"external",0.482810330706412
"114",10,"oversee",0.482810330706412
"115",10,"staff",0.412535992965622
"116",10,"awarded",0.412535992965622
"117",10,"accommodation",0.365450251635831
"118",10,"alternative",0.365450251635831
"119",10,"boxes",0.365450251635831
"120",10,"encouraging",0.365450251635831
"121",11,"peterborough",1.28265260614004
"122",11,"financial",1.229917191737
"123",11,"will",1.14832789483594
"124",11,"phase",1.1235908950883
"125",11,"address",1.02104608127203
"126",11,"difficulties",0.9193022037477
"127",11,"paston",0.892891356187155
"128",11,"reserve",0.892891356187155
"129",11,"cathedral",0.706688669290717
"130",11,"exchange",0.662891614744929
"131",11,"expedite",0.575917681474897
"132",11,"november",0.575917681474897
"133",12,"procurement",0.848932345325155
"134",12,"spend",0.835365271421771
"135",12,"pay",0.820060805472183
"136",12,"2010",0.774446558882211
"137",12,"grade",0.644434215471532
"138",12,"year",0.52658037058798
"139",12,"rise",0.426568401441293
"140",12,"officials",0.364480227253772
"141",12,"person",0.364480227253772
"142",12,"remained",0.328160973615829
"143",12,"64993",0.327643357037356
"144",12,"march",0.327643357037356
"145",13,"assist",0.957805046511522
"146",13,"capital",0.60783535129896
"147",13,"refugees",0.533648908276458
"148",13,"syrian",0.533648908276458
"149",13,"urgent",0.432313227645152
"150",13,"anglican",0.378300850332653
"151",13,"parishes",0.369388878605445
"152",13,"restorative",0.369388878605445
"153",13,"urban",0.286207413757359
"154",13,"assets",0.279065153828958
"155",13,"charity",0.279065153828958
"156",13,"convey",0.279065153828958
"157",14,"war",1.20349823071559
"158",14,"employed",0.895166324798768
"159",14,"pass",0.856789510466956
"160",14,"security",0.789509905035319
"161",14,"bank",0.768703358839277
"162",14,"food",0.768703358839277
"163",14,"memorial",0.749449527529495
"164",14,"centenary",0.701155090491429
"165",14,"world",0.701155090491429
"166",14,"england",0.678447672864968
"167",14,"new",0.674769351641028
"168",14,"commemorate",0.645142857564309
"169",15,"increase",0.777940959282666
"170",15,"prisons",0.544858581311054
"171",15,"spiritual",0.544858581311054
"172",15,"guidance",0.419162136533882
"173",15,"incidence",0.365602416579685
"174",15,"roosting",0.365602416579685
"175",15,"supply",0.365602416579685
"176",15,"bat",0.312388004899681
"177",15,"suitable",0.312388004899681
"178",15,"regulations",0.312388004899681
"179",15,"local",0.259173593219678
"180",15,"places",0.228045157888937
"181",16,"repair",1.64613298751924
"182",16,"fund",0.961742023763943
"183",16,"roof",0.800555138478631
"184",16,"potential",0.754746164426796
"185",16,"given",0.742160761076389
"186",16,"liability",0.74139610435926
"187",16,"parochial",0.683177794307053
"188",16,"grants",0.668206886747578
"189",16,"listed",0.647394452175283
"190",16,"channel",0.603877492222638
"191",16,"councils",0.601123694870081
"192",16,"banbury",0.590714988504825
"193",17,"blackburn",1.14039680791465
"194",17,"within",1.05318693804724
"195",17,"diocese",1.02865226422382
"196",17,"metal",0.768232910532703
"197",17,"redundant",0.768232910532703
