"","topic","word","freq"
"1",1,"hinkley",3.41743600635673
"2",1,"point",3.28768029020424
"3",1,"construction",1.05699197225741
"4",1,"renegotiate",0.944340661050618
"5",1,"edf",0.864517244537941
"6",1,"contaminated",0.727998524556764
"7",1,"mud",0.727998524556764
"8",1,"decision",0.680901494017193
"9",1,"event",0.622689146581216
"10",1,"start",0.611445343972375
"11",1,"grid",0.606804452182861
"12",1,"electricity",0.6046180015677
"13",2,"variable",3.0481817774509
"14",2,"standard",2.90602632915948
"15",2,"tariff",2.7877533108715
"16",2,"cap",1.57805146119221
"17",2,"customers",1.06096664640594
"18",2,"switched",1.05765128042095
"19",2,"supplier",0.993217961462638
"20",2,"default",0.864141818854123
"21",2,"price",0.814743882094254
"22",2,"implement",0.811705137611275
"23",2,"number",0.754834298670127
"24",2,"estimate",0.640183602786019
"25",3,"modern",4.52569118832491
"26",3,"taylor",4.42171844985823
"27",3,"practices",3.62034848086771
"28",3,"review",2.76334003264305
"29",3,"work",2.13340395964206
"30",3,"11",1.35054693849182
"31",3,"july",1.26720654352063
"32",3,"findings",1.14316091258135
"33",3,"implement",1.02535393797528
"34",3,"matthew",0.899615324690156
"35",3,"employed",0.722622659934359
"36",3,"self",0.719799351393337
"37",4,"dieter",1.68257909939816
"38",4,"helm",1.68257909939816
"39",4,"professor",1.68257909939816
"40",4,"review",1.38686199291197
"41",4,"declaration",1.27132965759122
"42",4,"cost",1.26222557200895
"43",4,"interest",1.04095422576091
"44",4,"august",0.912386382969826
"45",4,"document",0.889078104480264
"46",4,"entitled",0.785171362118797
"47",4,"relation",0.759566867459737
"48",4,"independent",0.668508946921281
"49",5,"fracturing",3.65478743474451
"50",5,"hydraulic",3.65478743474451
"51",5,"consent",1.72271225302118
"52",5,"north",0.791361991800026
"53",5,"grant",0.757965574844252
"54",5,"km8",0.755714391765556
"55",5,"wellsite",0.755714391765556
"56",5,"decision",0.751870966814894
"57",5,"ryedale",0.714073391263368
