"","member","word","freq"
"1","Abrahams, Debbie","nonfinancial",0.583745849335821
"2","Abrahams, Debbie","transpose",0.501399939223358
"3","Abrahams, Debbie","directive",0.399276985885172
"4","Abrahams, Debbie","law",0.364205860934496
"5","Abrahams, Debbie","reporting",0.259911849002191
"6","Abrahams, Debbie","eu",0.180882382203951
"7","Abrahams, Debbie","uk",0.122343675776822
"8","Abrahams, Debbie","strategy",0.0121211400983215
"9","Abrahams, Debbie","business",0.0115360826937381
"10","Abrahams, Debbie","industrial",0.011413430520277
"11","Abrahams, Debbie","energy",0.0109550741617557
"12","Abrahams, Debbie","cardiff",0
"13","Adams, Nigel","combined",1.41547176714588
"14","Adams, Nigel","heat",1.10190222275036
"15","Adams, Nigel","search",0.901694923900592
"16","Adams, Nigel","power",0.84755165057112
"17","Adams, Nigel","renewable",0.841801488203388
"18","Adams, Nigel","websites",0.777738519789627
"19","Adams, Nigel","sources",0.715637556438003
"20","Adams, Nigel","engine",0.705954786053913
"21","Adams, Nigel","biomass",0.704503898631356
"22","Adams, Nigel","42624",0.612047081265801
"23","Adams, Nigel","steam",0.600135365802762
"24","Adams, Nigel","preaccreditation",0.567548765602783
"25","Afriyie, Adam","smart",0.713627310666021
"26","Afriyie, Adam","meter",0.632711092139711
"27","Afriyie, Adam","software",0.617232789305917
"28","Afriyie, Adam","course",0.535351579902326
"29","Afriyie, Adam","design",0.510354256254071
"30","Afriyie, Adam","roll",0.423738059563813
"31","Afriyie, Adam","complete",0.402093389285187
"32","Afriyie, Adam","2020",0.361226682084075
"33","Afriyie, Adam","secure",0.357421593576217
"34","Afriyie, Adam","made",0.128493852475521
"35","Afriyie, Adam","strategy",0.0254753473414797
"36","Afriyie, Adam","business",0.0242457154359355
"37","Aldous, Peter","efficiency",0.641168103135195
"38","Aldous, Peter","residential",0.536240052555916
"39","Aldous, Peter","increase",0.535929658478354
"40","Aldous, Peter","minimum",0.53267098396029
"41","Aldous, Peter","nonfuel",0.523693593160546
"42","Aldous, Peter","stock",0.519620428307564
"43","Aldous, Peter","uptake",0.494837287903683
"44","Aldous, Peter","blue",0.466486333501022
"45","Aldous, Peter","save",0.435453124857308
"46","Aldous, Peter","asleep",0.416666254829641
"47","Aldous, Peter","performance",0.403868553123994
"48","Aldous, Peter","departments",0.391720728790813
"49","Allen, Heidi","turbine",0.490432795547699
"50","Allen, Heidi","attempted",0.347833962861807
"51","Allen, Heidi","constraint",0.347833962861807
"52","Allen, Heidi","recompensed",0.347833962861807
"53","Allen, Heidi","stabilisation",0.347833962861807
"54","Allen, Heidi","whereby",0.347833962861807
"55","Allen, Heidi","wind",0.343496581566946
"56","Allen, Heidi","635",0.3266628791193
"57","Allen, Heidi","infrasound",0.3266628791193
"58","Allen, Heidi","sound",0.298541291009836
"59","Allen, Heidi","frequency",0.261366573615086
"60","Allen, Heidi","surplus",0.258001502003805
"61","Allin-Khan, Dr Rosena","outbreaks",0.36506726052885
"62","Allin-Khan, Dr Rosena","zika",0.36506726052885
"63","Allin-Khan, Dr Rosena","travel",0.27683848205954
"64","Allin-Khan, Dr Rosena","cancelling",0.270784085527261
"65","Allin-Khan, Dr Rosena","incurred",0.265443729311217
"66","Allin-Khan, Dr Rosena","professional",0.25634519496018
"67","Allin-Khan, Dr Rosena","loss",0.252400044918974
"68","Allin-Khan, Dr Rosena","medical",0.248770858686074
"69","Allin-Khan, Dr Rosena","advice",0.220972319918445
"70","Allin-Khan, Dr Rosena","areas",0.20134599275078
"71","Allin-Khan, Dr Rosena","february",0.200136837813632
"72","Allin-Khan, Dr Rosena","following",0.198959093077258
"73","Anderson, David","cheaper",0.530742142330185
"74","Anderson, David","exclusion",0.48074801298058
"75","Anderson, David","airways",0.457822132351598
"76","Anderson, David","tupe",0.418409373031963
"77","Anderson, David","outsourced",0.395354386780028
"78","Anderson, David","discuss",0.340396747876981
"79","Anderson, David","access",0.307796741162313
"80","Anderson, David","investigate",0.270418895636888
"81","Anderson, David","services",0.262895994414072
"82","Anderson, David","applied",0.255662935322454
"83","Anderson, David","tariffs",0.253045308795539
"84","Anderson, David","provisions",0.252503200665201
"85","Andrew, Stuart","humber",0.641927893342114
"86","Andrew, Stuart","yorkshire",0.585916814958431
"87","Andrew, Stuart","governments",0.349133388420159
"88","Andrew, Stuart","potential",0.309856085204713
"89","Andrew, Stuart","made",0.160688019413356
"90","Andrew, Stuart","strategy",0.0158305537764459
"91","Andrew, Stuart","business",0.0150664521630302
"92","Andrew, Stuart","industrial",0.0149062649354243
"93","Andrew, Stuart","energy",0.0143076384924091
"94","Andrew, Stuart","cardiff",0
"95","Andrew, Stuart","contamin",0
"96","Andrew, Stuart","dispos",0
"97","Ansell, Caroline","babies",0.465646433400824
"98","Ansell, Caroline","premature",0.465646433400824
"99","Ansell, Caroline","sick",0.450057490296469
"100","Ansell, Caroline","aquaculture",0.447280227867398
"101","Ansell, Caroline","tourism",0.447280227867398
"102","Ansell, Caroline","fishing",0.408774994669473
"103","Ansell, Caroline","coastal",0.408774994669473
"104","Ansell, Caroline","parents",0.356793510445945
"105","Ansell, Caroline","advice",0.340473036016134
"106","Ansell, Caroline","regard",0.286716293269006
"107","Ansell, Caroline","scale",0.264192175766697
"108","Ansell, Caroline","employers",0.200099892094933
"109","Argar, Edward","tidal",0.803650706701659
"110","Argar, Edward","hendry",0.617185266057023
"111","Argar, Edward","2005",0.588540742741557
"112","Argar, Edward","lagoons",0.463123420080829
"113","Argar, Edward","solar",0.389862388582196
"114","Argar, Edward","review",0.346038577119916
"115","Argar, Edward","generated",0.342368231157974
"116","Argar, Edward","proportion",0.311277155181992
"117","Argar, Edward","power",0.292307887635127
"118","Argar, Edward","publish",0.265777043705503
"119","Argar, Edward","year",0.217277188472225
"120","Argar, Edward","will",0.157622323236224
"121","Arkless, Richard","dumfries",1.43100427956868
"122","Arkless, Richard","galloway",1.43100427956868
"123","Arkless, Richard","disposal",1.05111531986958
"124","Arkless, Richard","waste",1.03051717750334
"125","Arkless, Richard","incentive",0.852978260118922
"126","Arkless, Richard","heat",0.794122825652893
"127","Arkless, Richard","ombudsman",0.707404419574951
"128","Arkless, Richard","nuclear",0.661755774117041
"129","Arkless, Richard","renewable",0.6468190332476
"130","Arkless, Richard","activities",0.610472362405562
"131","Arkless, Richard","scheme",0.603501388923253
"132","Arkless, Richard","spring",0.598801123420788
"133","Ashworth, Jonathan","beneficial",1.39317151070422
"134","Ashworth, Jonathan","ownership",1.20210487227885
"135","Ashworth, Jonathan","register",0.943335368936112
"136","Ashworth, Jonathan","companies",0.910414787812564
"137","Ashworth, Jonathan","public",0.777265853000507
"138","Ashworth, Jonathan","corruption",0.675756024903579
"139","Ashworth, Jonathan","tacking",0.675756024903579
"140","Ashworth, Jonathan","responsibility",0.637522487752978
"141","Ashworth, Jonathan","special",0.627497800075431
"142","Ashworth, Jonathan","advisers",0.612045602577402
"143","Ashworth, Jonathan","significant",0.599124506593493
"144","Ashworth, Jonathan","control",0.574830524099522
"145","Austin, Ian","airports",0.605801510664313
"146","Austin, Ian","regional",0.379953390104087
"147","Austin, Ian","growth",0.367580613154255
"148","Austin, Ian","part",0.362753568954642
"149","Austin, Ian","proposals",0.27341232094938
"150","Austin, Ian","support",0.259318149480267
"151","Austin, Ian","funding",0.248001420433389
"152","Austin, Ian","will",0.133446292088442
"153","Austin, Ian","strategy",0.0131220367496294
"154","Austin, Ian","business",0.0124886685432303
"155","Austin, Ian","industrial",0.0123558884322404
"156","Austin, Ian","energy",0.0118596835429186
"157","Bailey, Rebecca Long","reform",3.92836965199212
"158","Bailey, Rebecca Long","corporate",3.66522957108859
"159","Bailey, Rebecca Long","governance",3.23769607106285
"160","Bailey, Rebecca Long","29",3.09766090918956
"161","Bailey, Rebecca Long","august",2.97439826136226
"162","Bailey, Rebecca Long","2017",2.74722801736051
"163","Bailey, Rebecca Long","publish",2.71201023114551
"164","Bailey, Rebecca Long","paper",2.53552377664337
"165","Bailey, Rebecca Long","reference",2.40932044020625
"166","Bailey, Rebecca Long","decommissioning",1.95493782566623
"167","Bailey, Rebecca Long","authority",1.60505850626746
"168","Bailey, Rebecca Long","ewhc",1.4914331741313
"169","Baker, Steve","preferential",0.432719121673629
"170","Baker, Steve","rescind",0.432719121673629
"171","Baker, Steve","treatment",0.346223343388403
"172","Baker, Steve","free",0.336424863539487
