"","cluster","word","freq"
"1",1,"rape",15.6490302244593
"2",1,"history",12.5662171241042
"3",1,"sexual",10.1483970852919
"4",1,"complainants",7.42633326317079
"5",1,"lawyers",4.43459354653923
"6",1,"rate",3.82783745721365
"7",1,"victims",3.74063078569312
"8",1,"trial",3.33026544429333
"9",1,"nottinghamshire",3.22912522781249
"10",1,"previous",3.17487474909684
"11",1,"evidence",3.08456794380994
"12",1,"crown",2.97092672062825
"13",2,"hon",52.7537015867728
"14",2,"member",44.8722755477639
"15",2,"tabled",44.8288735514682
"16",2,"answer",27.1651644926054
"17",2,"plans",24.6733705195212
"18",2,"2017",17.4168754966345
"19",2,"hammersmith",17.1523043240669
"20",2,"south",14.9417500783297
"21",2,"questions",13.8955359896896
"22",2,"houghton",11.9774401462743
"23",2,"promise",11.8515988389461
"24",2,"write",10.7108884568062
"25",3,"compensate",20.9875422354316
"26",3,"paid",15.5521760460358
"27",3,"much",10.2984868346731
"28",3,"last",6.70997957777814
"29",3,"claims",5.82422223343839
"30",3,"ordered",5.5345928666969
"31",3,"victims",5.5276867390379
"32",3,"injuries",4.79180365906322
"33",3,"year",4.36241680326114
"34",3,"criminal",4.08904428024869
"35",3,"three",3.57407947516465
"36",3,"north",3.45205272918049
"37",4,"forward",46.0852690087746
"38",4,"bring",43.2992429748024
"39",4,"legislation",37.7346943849358
"40",4,"proposals",27.2156090886505
"41",4,"will",14.589504069434
"42",4,"amend",11.2070099843825
"43",4,"online",10.0549735232195
"44",4,"plan",8.1158269937409
"45",4,"internet",7.85944744011516
"46",4,"prohibit",7.27658134138149
"47",4,"act",6.98187933626079
"48",4,"trolling",6.64745889675126
"49",5,"1999",24.8034348060521
"50",5,"evidence",16.9261446780492
"51",5,"youth",16.1580492151625
"52",5,"section",13.676608780692
"53",5,"criminal",12.5096024646302
"54",5,"act",11.5683598664139
"55",5,"evaluating",10.294585849916
"56",5,"pilots",9.49958769551177
"57",5,"roll",7.07853952831202
"58",5,"plans",6.35182330284595
"59",5,"complete",3.96947817480605
"60",5,"publish",3.50614863867973
"61",6,"independence",65.4060960887565
"62",6,"payment",59.5232545107435
"63",6,"appeal",52.4934172117466
"64",6,"personal",50.889718863955
"65",6,"success",27.4210337118513
"66",6,"decision",22.0441731845202
"67",6,"allowance",19.0183356052642
"68",6,"claim",16.2892729051865
"69",6,"constituency",15.3823002560657
"70",6,"tribunal",11.5708310510601
"71",6,"support",11.517985264418
"72",6,"unsuccessful",10.9665981510839
"73",7,"bame",9.9610695382224
"74",7,"recent",3.18195462121892
"75",7,"figures",3.06682827053749
"76",7,"comparative",2.84191868364205
"77",7,"proportion",2.58378325354721
"78",7,"band",2.54358420039386
"79",7,"available",2.48495222922524
"80",7,"2000",2.44544603734728
"81",7,"2010",2.28791392930207
"82",7,"youth",1.85135092437171
"83",7,"young",1.62312971324805
"84",7,"custody",1.44961586794417
"85",8,"tariff",22.2751692124981
"86",8,"served",20.6697197320754
"87",8,"protection",19.5393654781629
"88",8,"imprisonment",16.5949483582093
"89",8,"public",16.3010399846715
"90",8,"sentence",14.5872645490066
"91",8,"beyond",9.38399073811417
"92",8,"expired",7.88305040354144
"93",8,"minimum",6.62006326687122
"94",8,"prison",6.38271926188152
"95",8,"hull",4.58103741622615
"96",8,"whose",4.24473440912646
"97",9,"offence",7.86388391786962
"98",9,"convicted",7.72451311976557
"99",9,"five",5.53248831143505
"100",9,"sex",5.34785790489616
"101",9,"last",5.31037945040305
"102",9,"given",4.25722001324681
"103",9,"mutiny",4.22912522781249
"104",9,"years",4.04993590263671
"105",9,"offended",3.69053798103946
"106",9,"nationals",3.47190060834673
"107",9,"criminal",3.36126140596698
"108",9,"prosecuted",3.10611321938128
"109",10,"harm",32.6325357293069
"110",10,"self",30.9825260115225
"111",10,"suicide",15.4123826467011
"112",10,"incidence",10.7186016390143
"113",10,"reduce",10.4646871820223
"114",10,"among",10.2269731755757
"115",10,"adequately",8.25866418992246
"116",10,"trained",7.58992121007034
"117",10,"prevention",7.48186776129202
"118",10,"staff",6.95407632006063
"119",10,"occurred",6.33813092801181
"120",10,"winchester",5.86920423182934
"121",11,"keen",22.1480743155309
"122",11,"elie",21.9132132586178
"123",11,"lord",15.2442965888686
"124",11,"written",11.0953443048893
"125",11,"answer",9.69877018457532
"126",11,"770",7.38174650287604
"127",11,"col",5.77604202032547
"128",11,"deb",5.77604202032547
"129",11,"november",5.0267966656897
"130",11,"hl948",4.78038250896094
"131",11,"hl949",4.78038250896094
"132",11,"roma",4.36563242940497
"133",12,"increase",17.1635241037768
"134",12,"uninsured",8.23334559610616
"135",12,"take",7.51904170178691
"136",12,"penalties",7.03141198323268
"137",12,"staffing",6.69877425280416
"138",12,"drivers",6.10169212008701
"139",12,"maximum",5.28768958010863
"140",12,"rehabilitated",3.91535257498379
"141",12,"number",3.52889427778134
"142",12,"attributable",3.42500451883015
"143",12,"effect",3.23717198450407
"144",12,"behaviour",3.0405283441619
"145",13,"northern",22.2598456648756
"146",13,"ireland",22.1312964322062
"147",13,"britain",15.1993833191752
"148",13,"great",15.1993833191752
"149",13,"survivors",11.1225652394678
"150",13,"terrorism",10.9050079490697
"151",13,"related",5.72691515259419
"152",13,"victims",5.68997187947672
"153",13,"transfer",5.52759013303481
"154",13,"acts",5.36646090302504
"155",13,"statement",4.21601716565672
"156",13,"support",3.94083936520997
"157",14,"corporate",8.54311236539927
"158",14,"liability",8.30317375448318
"159",14,"corruption",5.84789746960146
"160",14,"anti",5.20219071823751
"161",14,"action",3.79622698222304
"162",14,"progress",3.62431570505225
"163",14,"economic",2.86663761406238
"164",14,"published",2.7345929667877
"165",14,"timetable",2.70080439423877
"166",14,"criminal",2.62372281658591
"167",14,"call",2.54766052135967
"168",14,"evidence",2.04426227725328
"169",15,"vacant",17.262888241783
"170",15,"position",7.47509042958406
"171",15,"posts",5.33090391859008
"172",15,"altcourse",3.39674251609092
"173",15,"vacancies",3.35633236738594
"174",15,"region",3.03714199739452
"175",15,"long",2.87249705231332
"176",15,"turnover",2.64054661880692
"177",15,"chair",2.63966588043333
"178",15,"london",2.60040342136748
"179",15,"becomes",2.52455518928792
"180",15,"longer",2.40185966707254
"181",16,"fall",4.86185991460162
"182",16,"coalition",3.20499061984786
"183",16,"reasons",2.69278857423348
"184",16,"yet",2.53470771453677
"185",16,"showing",2.49175686802601
"186",16,"contained",2.45877622202963
"187",16,"registry",2.06535543531479
"188",16,"agreement",1.95735744534714
"189",16,"compared",1.91602118564319
"190",16,"cent",1.85215471895918
"191",16,"judgments",1.81592658692495
"192",16,"implementation",1.78389138939651
"193",17,"second",27.0990044590776
"194",17,"organisations",8.34311283419378
"195",17,"concurrent",6.28424600536101
"196",17,"four",6.16554212253638
"197",17,"countries",6.08166932712518
"198",17,"staff",5.96443271645775
"199",17,"areas",4.40660818265968
"200",17,"work",4.10126785469536
"201",17,"subsequent",3.90897929645111
"202",17,"proportion",3.88793521805862
"203",17,"detention",3.79965380820588
"204",17,"offence",3.72201217833321
"205",18,"zero",8.25995593399373
"206",18,"hours",4.60631841458702
"207",18,"contract",3.84841918040926
"208",18,"term",3.60932089631315
"209",18,"employed",3.4260470287763
"210",18,"indirectly",3.37385474847645
"211",18,"short",2.79650447928683
"212",18,"exclusivity",2.75946853577436
"213",18,"redress",2.67634705909603
"214",18,"permanent",2.47000519034497
"215",18,"duration",2.34136189713753
"216",18,"staff",2.22005349197238
"217",19,"freedom",48.924540987032
"218",19,"request",34.3641579178705
"219",19,"information",31.8796514750764
"220",19,"2000",14.688541474779
"221",19,"respond",10.4437669514849
"222",19,"act",7.96145052844478
"223",19,"since",6.87097982312873
"224",19,"refusal",6.54346934909871
"225",19,"exemption",6.05489739440233
"226",19,"month",5.25634733012563
"227",19,"consider",5.17192505543819
"228",19,"section",4.93757433101806
"229",20,"support",11.3296624636268
"230",20,"victim",8.58132532727487
"231",20,"emotional",7.13028644436467
"232",20,"provide",6.20286537678915
"233",20,"ordinated",6.14545657688416
"234",20,"take",3.67641700583975
"235",20,"funding",3.58299515210207
"236",20,"services",3.29951748453719
"237",20,"consistent",3.29334025379329
"238",20,"efficient",3.22912522781249
"239",20,"aimed",3.20499061984786
"240",20,"charities",3.12181586285003
"241",21,"immediate",21.4643424435007
"242",21,"police",12.5448601676203
"243",21,"force",12.498419577854
"244",21,"area",11.8801162828782
"245",21,"custodial",10.388484129093
"246",21,"sentence",9.66933535334314
"247",21,"wales",9.2432034918146
"248",21,"six",8.25624426958966
"249",21,"offence",8.0559241327442
"250",21,"2011",5.86705678103797
"251",21,"since",5.00519105096184
"252",21,"month",4.95935600632428
"253",22,"vehicle",10.631934588683
"254",22,"plate",7.65598765691539
"255",22,"speeding",5.24860161372317
"256",22,"overseas",5.11152281360331
"257",22,"whose",4.8001267641973
"258",22,"improperly",3.92529582451681
"259",22,"clone",3.82538770147645
"260",22,"displayed",3.77855790942342
"261",22,"registered",3.71842390782018
"262",22,"fines",3.267519551294
"263",22,"motorists",2.96724473543763
"264",22,"better",2.78232982266629
"265",23,"fraud",21.2497444202836
"266",23,"insurance",14.2740527276756
"267",23,"prosecution",9.14695909884602
"268",23,"car",8.39150169093706
"269",23,"five",6.55152153013566
"270",23,"instances",6.48842168976942
"271",23,"last",5.26850027813872
"272",23,"reported",4.39267511891673
"273",23,"benefit",4.021583549778
"274",23,"successful",3.55671587823299
"275",23,"years",3.34556554753994
"276",23,"humber",3.19466355214943
"277",24,"port",37.7181461100722
"278",24,"talbot",37.7181461100722
"279",24,"new",19.0099884159309
"280",24,"rochester",10.7742344741155
"281",24,"hindley",10.4464983733793
"282",24,"proposals",10.0912492098074
"283",24,"local",8.6316102689203
"284",24,"yorkshire",8.60348487011027
"285",24,"prison",7.73091463441056
"286",24,"build",7.51163146876648
"287",24,"operation",5.58022713827892
"288",24,"made",5.30966244287167
"289",25,"anti",23.3907152585371
"290",25,"semitism",9.32854019534725
"291",25,"behaviour",9.18752601768242
"292",25,"social",6.96277378720085
"293",25,"inter",5.92424921251162
"294",25,"coalition",5.62773580110848
"295",25,"combating",5.41735618768081
"296",25,"racism",4.79537726406053
"297",25,"policing",4.46984634096831
"298",25,"crime",4.35403196876587
"299",25,"speech",4.31743634004373
"300",25,"acknowledge",4.01210046898978
"301",26,"land",10.4970858189733
"302",26,"disposal",6.62023201380839
"303",26,"building",5.82386078667128
"304",26,"purpose",5.06226804792975
"305",26,"owned",3.57174243392354
"306",26,"leased",3.42500451883015
"307",26,"autumn",3.35556338790912
"308",26,"knew",3.07714059145328
"309",26,"spending",3.06927492062
"310",26,"seeking",2.734091787408
"311",26,"1296",2.64550070655394
"312",26,"1297",2.64550070655394
"313",27,"murder",12.8477585607476
"314",27,"2007",7.41228186248255
"315",27,"infanticide",6.4781360536039
"316",27,"life",6.05063953753642
"317",27,"since",4.84745875987406
"318",27,"2000",4.51222516052032
"319",27,"released",4.25057436131749
"320",27,"people",4.10073158103036
"321",27,"previously",3.81835050852565
"322",27,"3642",3.66252988307127
"323",27,"convicted",3.6179260114591
"324",27,"licence",3.41744672430757
"325",28,"rehabilitation",84.7049951099513
"326",28,"community",84.4712907803895
"327",28,"companies",80.8051967822074
"328",28,"supervised",27.8393631057289
"329",28,"voluntarily",16.1636043951604
"330",28,"month",13.5836433773129
"331",28,"since",13.0949318775449
"332",28,"service",12.3579181255244
"333",28,"contract",12.2184346849107
"334",28,"redundancies",11.9802273602132
"335",28,"essex",11.501655326457
"336",28,"wales",11.2876404380273
"337",29,"insurance",6.52591609910351
"338",29,"injury",5.59475660097207
"339",29,"representative",4.74418856923806
"340",29,"meet",4.4667088039852
"341",29,"personal",4.34397103823254
"342",29,"industry",3.86799723886396
"343",29,"21806",2.68126786943676
"344",29,"discuss",2.6776906769439
"345",29,"reform",2.6453007705181
"346",29,"specified",2.38116162261569
"347",29,"claims",2.32789449994446
"348",29,"complainants",2.29281150152002
"349",30,"pregnancy",18.7980356133647
"350",30,"maternity",16.4087387515631
"351",30,"discrimination",16.0962892009436
"352",30,"related",5.68385093587328
"353",30,"workplace",5.32750858307962
"354",30,"tribunal",5.28779710739655
"355",30,"disadvantage",4.72194642672362
"356",30,"account",4.10269563382792
"357",30,"fees",3.94457135642523
"358",30,"equalities",3.79455954228283
"359",30,"research",3.45921986528154
"360",30,"experienced",3.26257091231518
"361",31,"spent",33.9150233071339
"362",31,"much",31.1837876204726
"363",31,"professional",12.4040923904426
"364",31,"service",12.3009146526961
"365",31,"interpretation",11.4572996986083
"366",31,"2010",10.2432904127604
"367",31,"occasions",9.62363146085077
"368",31,"since",9.31584980731897
"369",31,"year",7.99317920427298
"370",31,"england",7.26111028110175
"371",31,"wales",7.21520982652884
"372",31,"used",7.19780899107355
"373",32,"website",14.2317011028039
"374",32,"departments",3.62810044391419
"375",32,"welsh",3.35904409848696
"376",32,"forms",3.15705725889831
"377",32,"reason",3.13067969053955
"378",32,"available",2.82635718680338
"379",32,"jobsworth",2.76861235427116
"380",32,"legalistic",2.76861235427116
"381",32,"seems",2.76861235427116
"382",32,"stories",2.76861235427116
"383",32,"sense",2.55039446403516
"384",32,"visited",2.50056498802561
"385",33,"transport",11.2596795211551
"386",33,"taxi",6.88077760343523
"387",33,"spent",6.33554196930104
"388",33,"much",5.82532977914001
"389",33,"hotels",3.37385474847645
"390",33,"artwork",3.24149479248037
"391",33,"display",2.96414469436775
"392",33,"art",2.96414469436775
"393",33,"installing",2.80190528740054
"394",33,"drink",2.79650447928683
"395",33,"food",2.66387799493959
"396",33,"hospitality",2.62764035065823
"397",34,"socio",19.104165899478
"398",34,"economic",17.2624127140476
"399",34,"lay",8.34756594077799
"400",34,"background",8.32172713473579
"401",34,"ethnic",7.91033659135556
"402",34,"profile",7.73753182171525
"403",34,"magistracy",4.78346313548191
"404",34,"magistracy",4.12429291140353
"405",34,"disabled",3.91316720355622
"406",34,"breakdown",3.76729238895082
"407",34,"broken",2.74264802160006
"408",34,"holds",2.66897568491328
"409",35,"media",24.5385221877192
"410",35,"social",19.2799861245102
"411",35,"platforms",6.270089312452
"412",35,"online",4.9370519477408
"413",35,"enrolled",4.79537726406053
"414",35,"flagger",4.79537726406053
"415",35,"measures",4.39226706245498
"416",35,"ministers",4.38112876907519
"417",35,"remanded",4.2606453722313
"418",35,"people",4.22647595845938
"419",35,"prevent",4.10153509718177
"420",35,"custody",3.95653445209658
"421",36,"dealt",10.7728769755515
"422",36,"matter",4.4383084201944
"423",36,"urgency",3.66252988307127
"424",36,"provision",3.24545126991383
"425",36,"repeat",3.12181586285003
"426",36,"must",2.79650447928683
"427",36,"molestation",2.74745135662445
"428",36,"time",2.56586104780751
"429",36,"cases",2.56310879118231
"430",36,"single",2.50847301651925
"431",36,"online",2.43096163890559
"432",36,"six",2.26824421135854
"433",37,"ratio",26.7574485203259
"434",37,"england",8.21870908779981
"435",37,"staff",7.60588411863109
"436",37,"2009",6.62893198034539
"437",37,"wales",6.50709374097709
"438",37,"officers",5.96507492723422
"439",37,"safe",5.84855337584511
"440",37,"prison",5.48435094719661
"441",37,"inmates",5.08716840078771
"442",37,"year",4.49317039775587
"443",37,"guidance",4.3374799187444
"444",37,"staff",4.13919707875154
"445",38,"bailiffs",10.6834396072515
"446",38,"mandate",5.82185450285906
"447",38,"voice",5.82185450285906
"448",38,"cameras",5.43540640439269
"449",38,"carried",5.20556250128183
"450",38,"enforcement",3.67848138604444
"451",38,"threatening",3.56245856114582
"452",38,"activity",3.5186225347317
"453",38,"bodies",3.37670105655663
"454",38,"intimidating",3.29334025379329
"455",38,"recorders",3.08334996934142
"456",38,"68373",2.99044312707331
"457",39,"ombudsman",14.1183559150339
"458",39,"probation",8.02979536183041
"459",39,"statutory",5.59709753613057
"460",39,"intake",4.48566469060997
"461",39,"body",4.41487528866955
"462",39,"board",4.07970652946836
"463",39,"dead",3.39084378176499
"464",39,"pronounced",3.39084378176499
"465",39,"sarah",3.39084378176499
"466",39,"reed",3.12358253985257
"467",39,"prison",2.92657822368313
"468",39,"stage",2.6193423231654
"469",40,"procurement",9.73300305717527
"470",40,"65003",5.79188925651553
"471",40,"spend",4.86181024236592
"472",40,"management",4.25571078697332
"473",40,"65691",3.39084378176499
"474",40,"2010",3.38798734933313
"475",40,"2017",3.33167080573384
"476",40,"answer",2.93309772046441
"477",40,"172",2.76861235427116
"478",40,"218",2.76861235427116
"479",40,"since",2.7562646969515
"480",40,"directorate",1.89574079332719
"481",41,"pay",18.5812136015854
"482",41,"221",9.87459501298089
"483",41,"4460",9.87459501298089
"484",41,"body",9.00533422871615
"485",41,"officers",7.6204345314575
"486",41,"paragraph",7.18877501105461
"487",41,"service",6.9797016379673
"488",41,"review",6.06126153345962
"489",41,"order",6.03053996111778
"490",41,"unemployment",5.96738025897123
"491",41,"association",5.94824575647272
"492",41,"week",5.49371914177065
"493",42,"tier",45.9013203093467
"494",42,"first",40.8356767762886
"495",42,"chamber",31.6532636270632
"496",42,"tribunal",29.0610363409615
"497",42,"immigration",24.2875840033496
"498",42,"asylum",21.5939213196444
"499",42,"appeal",18.5953081170744
"500",42,"upper",17.5235112627996
"501",42,"heard",15.6732521842058
"502",42,"adjourned",10.7139895927587
"503",42,"users",9.3803491684414
"504",42,"last",8.63720525592227
"505",43,"cause",19.4381385736232
"506",43,"death",16.6286900253065
"507",43,"serious",7.01052240835655
"508",43,"drivers",6.98888497635906
"509",43,"road",6.54851288459556
"510",43,"injury",6.21155770837224
"511",43,"penalties",5.22722805123682
"512",43,"died",4.78757738804003
"513",43,"offence",4.78593877245673
"514",43,"drivers",4.57421340948924
"515",43,"18s",4.1321113000167
"516",43,"five",3.82699811298086
"517",44,"probation",8.9821786122985
"518",44,"review",7.84477717156224
"519",44,"service",7.20905684704097
"520",44,"efficiency",5.48329907554197
"521",44,"serious",4.80562280100084
"522",44,"involving",4.54243236237887
"523",44,"findings",4.36682239203342
"524",44,"national",3.65743435998641
"525",44,"publish",3.52059968010206
"526",44,"conducted",3.35157324112957
"527",44,"conclusions",3.21929375840238
"528",44,"will",3.19533911184684
"529",45,"reward",6.7303968608961
"530",45,"instant",4.22912522781249
"531",45,"mechanisms",2.08578523643784
"532",45,"value",2.04426227725328
"533",45,"given",1.88465089396667
"534",45,"officials",1.75650772285052
"535",45,"departments",1.66929852797734
"536",45,"governing",1.66245696609965
"537",45,"date",1.52454450579609
"538",45,"2017",1.48371655508827
"539",45,"charging",1.44869685817873
"540",45,"2013",1.43168608688624
"541",46,"equality",9.1430069806079
"542",46,"168",6.2084597148934
"543",46,"act",5.32596516212249
"544",46,"adjustments",4.8620814474607
"545",46,"section",4.53747855035448
"546",46,"provision",4.34785544792187
"547",46,"2010",4.34043710885485
"548",46,"1864",3.82538770147645
"549",46,"149",3.34750352677868
"550",46,"level",3.12353029529951
"551",46,"fine",3.05173207039304
"552",46,"burials",2.74448083762316
"553",47,"consumers",19.0084453699052
"554",47,"save",10.9181776625284
"555",47,"pass",10.6796906698762
"556",47,"insurance",9.86506341287186
"557",47,"reform",6.99910767968115
"558",47,"claims",6.73688237808022
"559",47,"financial",4.51763166529399
"560",47,"proposed",4.44998969721958
"561",47,"injury",4.19951020210563
"562",47,"industries",4.12398735449211
"563",47,"result",4.11932306767014
"564",47,"small",3.85625580646286
"565",48,"detailing",4.90324364633731
"566",48,"claims",2.6570087349351
"567",48,"characteristics",2.34136189713753
"568",48,"businesses",2.18183341777979
"569",48,"money",2.14758370178412
"570",48,"broken",2.05698601620004
"571",48,"statistics",1.9831220453185
"572",48,"sector",1.79888064677695
"573",48,"charged",1.72429415455638
"574",48,"grants",1.56949618682494
"575",48,"fee",1.50213835628672
"576",48,"since",1.49696907531708
"577",49,"medium",16.8687424947711
"578",49,"sized",9.09161819646101
"579",49,"small",7.34789994128267
"580",49,"low",6.55399317429574
"581",49,"enterprises",5.96062888196339
"582",49,"risk",5.82929413309947
"583",49,"assess",4.84614302809203
"584",49,"supplied",4.02285471575915
"585",49,"high",3.93642030275685
"586",49,"businesses",3.71002613078796
"587",49,"impact",3.42966356053177
"588",49,"smes",2.91068360330733
"589",50,"abuse",17.1792469240353
"590",50,"sexual",15.4826264567072
"591",50,"child",10.6341219183327
"592",50,"parent",9.57844029568614
"593",50,"domestic",9.18383769791475
"594",50,"convicted",6.49142165241767
"595",50,"support",5.04933347026352
"596",50,"children",4.75570792076118
"597",50,"suffer",4.69214564655458
"598",50,"best",4.59719889835257
"599",50,"women",3.81687584691012
"600",50,"protect",3.45862513084405
"601",51,"gold",22.2151560501251
"602",51,"command",18.9784542586547
"603",51,"tornado",12.5670733253107
"604",51,"opened",10.1841325951213
"605",51,"team",10.1831586204605
"606",51,"tactical",9.69164559250814
"607",51,"incident",7.91008182920456
"608",51,"suite",7.261813330363
"609",51,"called",6.98760166884216
"610",51,"group",6.67603410511959
"611",51,"month",6.30765871581478
"612",51,"response",6.1154071453421
"613",52,"torture",7.57431378406007
"614",52,"committee",3.83751122551227
"615",52,"visit",3.75506981091264
"616",52,"governments",3.63923205065288
"617",52,"prevention",3.59994313814346
